DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
2,21,16,14,Healthy,-0.5620588925690926
2,21,16,14,Healthy,-0.6011070819203014
2,21,16,14,Healthy,-0.5481863867218184
2,21,16,14,Healthy,0.28128249891467794
2,21,16,14,Healthy,-0.8122859664634465
2,21,16,14,Healthy,-0.8007638814707384
2,21,16,14,Healthy,-0.8939125315176981
2,21,16,14,Healthy,-0.9376847581795834
2,21,16,14,Healthy,-0.8358919979704569
2,21,16,14,Healthy,-0.9649408779537755
2,21,16,14,Healthy,-0.9521723319375904
2,21,16,14,Healthy,-0.03247370904115621
2,21,16,14,Healthy,-0.9349973841844271
2,21,16,14,Healthy,-0.9498788891138524
2,21,16,14,Healthy,-0.9940973530222669
2,21,16,14,Healthy,-1.042632282213297
2,21,16,14,Healthy,-1.0222240926900492
2,21,16,14,Healthy,-0.9506405174267468
2,21,16,14,Healthy,-1.054000389302928
2,21,16,14,Healthy,0.09250550782375005
2,21,16,14,Healthy,-0.8715994376121211
2,21,16,14,Healthy,-0.7898915396149907
2,21,16,14,Healthy,-0.8161060397229988
2,21,16,14,Healthy,-0.6665359249526525
2,21,16,14,Healthy,-0.5850603059056109
2,21,16,14,Healthy,-0.6050526618766026
2,21,16,14,Healthy,-0.4875660619655776
2,21,16,14,Healthy,0.5322779956847457
2,21,16,14,Healthy,-0.3504478910535928
2,21,16,14,Healthy,-0.2950243294407268
2,21,16,14,Healthy,-0.18760754636181282
2,21,16,14,Healthy,-0.11629126006926042
2,21,16,14,Healthy,-0.056818914599343885
2,21,16,14,Healthy,-0.04431787450878221
2,21,16,14,Healthy,0.08546206636173544
2,21,16,14,Healthy,1.1747615622032332
2,21,16,14,Healthy,0.25218916739136155
2,21,16,14,Healthy,0.40490137704631446
2,21,16,14,Healthy,0.46178276824815234
2,21,16,14,Healthy,0.4521713128095447
2,21,16,14,Healthy,0.45871389631974846
2,21,16,14,Healthy,0.5681913460672356
2,21,16,14,Healthy,0.6458569250778672
2,21,16,14,Healthy,1.736703800241074
2,21,16,14,Healthy,0.828117909095321
2,21,16,14,Healthy,0.8822402494465302
2,21,16,14,Healthy,0.8161568437168709
2,21,16,14,Healthy,0.9051214690604676
2,21,16,14,Healthy,0.9471383807506899
2,21,16,14,Healthy,0.9450840304092805
2,21,16,14,Healthy,0.9807975545311102
2,21,16,14,Healthy,1.9925840988212957
2,21,16,14,Healthy,0.9950168097174928
2,21,16,15,Healthy,1.006362964884359
2,21,16,15,Healthy,1.094283891189561
2,21,16,15,Healthy,0.9631879772046996
2,21,16,15,Healthy,1.0044672148968297
2,21,16,15,Healthy,0.9322197206391323
2,21,16,15,Healthy,0.8675307326012821
2,21,16,15,Healthy,1.8769464031811636
2,21,16,15,Healthy,0.8538823270108529
2,21,16,15,Healthy,0.8017151425299237
2,21,16,15,Healthy,0.6598951949353287
2,21,16,15,Healthy,0.6648116676601594
2,21,16,15,Healthy,0.6151191056772096
2,21,16,15,Healthy,0.5388031316052109
2,21,16,15,Healthy,0.5353164328971189
2,21,16,15,Healthy,1.4040061777722046
2,21,16,15,Healthy,0.33269593357683586
2,21,16,15,Healthy,0.2906830731222554
2,21,16,15,Healthy,0.279952177650445
2,21,16,15,Healthy,0.1585688275379707
2,21,16,15,Healthy,0.13106268367131632
2,21,16,15,Healthy,0.016462961661345497
2,21,16,15,Healthy,-0.0742495360429061
2,21,16,15,Healthy,0.8822511715211152
2,21,16,15,Healthy,-0.24092223466706342
2,21,16,15,Healthy,-0.34096813549201826
2,21,16,15,Healthy,-0.3414357399685176
2,21,16,15,Healthy,-0.424451793987266
2,21,16,15,Healthy,-0.5845427678798157
2,21,16,15,Healthy,-0.5567863527573511
2,21,16,15,Healthy,-0.6727210142016516
2,21,16,15,Healthy,0.23578276969182432
2,21,16,15,Healthy,-0.7888456557330678
2,21,16,15,Healthy,-0.8722557634377688
2,21,16,15,Healthy,-0.8732180482529333
2,21,16,15,Healthy,-0.8146849495857986
2,21,16,15,Healthy,-0.942634679050998
2,21,16,15,Healthy,-1.0132342909645333
2,21,16,15,Healthy,-0.9907639790726419
2,21,16,15,Healthy,0.08386375477108812
2,21,16,15,Healthy,-1.0399015376456267
2,21,16,15,Healthy,-1.0732150453219385
2,21,16,15,Healthy,-0.9433706413965852
2,21,16,15,Healthy,-1.0363560380137364
2,21,16,15,Healthy,-0.9500403996914365
2,21,16,15,Healthy,-1.0402765672502956
2,21,16,15,Healthy,-0.8800699990688403
2,21,16,15,Healthy,0.06901472476827859
2,21,16,15,Healthy,-0.8655142135707905
2,21,16,15,Healthy,-0.9016108076618898
2,21,16,15,Healthy,-0.7603675861160871
2,21,16,15,Healthy,-0.6266642897053009
2,21,16,15,Healthy,-0.5835130932399161
2,21,16,15,Healthy,-0.6573796456340762
2,21,16,15,Healthy,-0.6229977620271705
2,21,16,15,Healthy,0.5593792481645259
2,21,16,15,Healthy,-0.40125658135407594
2,21,16,15,Healthy,-0.27037650728402957
2,21,16,15,Healthy,-0.15942817946922447
2,21,16,15,Healthy,-0.07608610393288184
2,21,16,15,Healthy,0.021916766864152865
2,21,16,15,Healthy,-0.011121515466945982
2,21,16,15,Healthy,0.059626601152398755
2,21,16,15,Healthy,1.2295661144528836
2,21,16,15,Healthy,0.20949115818854747
2,21,16,15,Healthy,0.22313233928641274
2,21,16,15,Healthy,0.3848013430588056
2,21,16,15,Healthy,0.4019068572403861
2,21,16,15,Healthy,0.5094948174508761
2,21,16,15,Healthy,0.6041194115418788
2,21,16,15,Healthy,0.6724610883557377
2,21,16,15,Healthy,1.7146964668367255
2,21,16,15,Healthy,0.7124864564712701
2,21,16,15,Healthy,0.7993609779001065
2,21,16,15,Healthy,0.8547085695739534
2,21,16,15,Healthy,0.9434678403257871
2,21,16,15,Healthy,0.9641139525918082
2,21,16,15,Healthy,0.904670137589371
2,21,16,15,Healthy,0.9061472414147528
2,21,16,15,Healthy,1.9662831130966092
2,21,16,15,Healthy,1.0097651827842624
2,21,16,15,Healthy,0.9773791665680264
2,21,16,15,Healthy,0.982328532768948
2,21,16,15,Healthy,0.9107214916094096
2,21,16,15,Healthy,0.9861792356138632
2,21,16,15,Healthy,0.9951598382694123
2,21,16,15,Healthy,0.9921823699570269
2,21,16,15,Healthy,1.8990123725168
2,21,16,15,Healthy,0.7953161430309702
2,21,16,15,Healthy,0.798858764369946
2,21,16,15,Healthy,0.864004147522507
2,21,16,15,Healthy,0.6488055060926021
2,21,16,15,Healthy,0.6762235210775505
2,21,16,15,Healthy,0.6047550216552634
2,21,16,15,Healthy,0.6217504119027106
2,21,16,15,Healthy,1.4664192607449265
2,21,16,15,Healthy,0.301116619607716
2,21,16,15,Healthy,0.24196717084531744
2,21,16,15,Healthy,0.23961609302623013
2,21,16,15,Healthy,0.23640992474169376
2,21,16,15,Healthy,0.07776058950010446
2,21,16,16,Healthy,-0.0011388853105947004
2,21,16,16,Healthy,-0.10767956289760854
2,21,16,16,Healthy,0.8307122599304182
2,21,16,16,Healthy,-0.24161914074282811
2,21,16,16,Healthy,-0.3036487447562504
2,21,16,16,Healthy,-0.4726954419956987
2,21,16,16,Healthy,-0.35655981273271403
2,21,16,16,Healthy,-0.5559058460940384
2,21,16,16,Healthy,-0.5490463675725575
2,21,16,16,Healthy,-0.6229979529311886
2,21,16,16,Healthy,0.29794343856400485
2,21,16,16,Healthy,-0.774404213199057
2,21,16,16,Healthy,-0.7725985299691099
2,21,16,16,Healthy,-0.803281358024178
2,21,16,16,Healthy,-0.9451838082457567
2,21,16,16,Healthy,-0.9940297264766365
2,21,16,16,Healthy,-0.907917224718317
2,21,16,16,Healthy,-1.0060489515200244
2,21,16,16,Healthy,0.043423281880847736
2,21,16,16,Healthy,-1.0093590200866505
2,21,16,16,Healthy,-1.0139811493300195
2,21,16,16,Healthy,-1.054834046039918
2,21,16,16,Healthy,-0.9470474868546088
2,21,16,16,Healthy,-0.9643565294041333
2,21,16,16,Healthy,-0.9413269467387513
2,21,16,16,Healthy,-0.8839145777217651
2,21,16,16,Healthy,0.17218966417490222
2,21,16,16,Healthy,-0.8046845581946295
2,21,16,16,Healthy,-0.8470610754577532
2,21,16,16,Healthy,-0.7507805909169315
2,21,16,16,Healthy,-0.7679202800453766
2,21,16,16,Healthy,-0.7690459879730944
2,21,16,16,Healthy,-0.624741763264986
2,21,16,16,Healthy,-0.5186817791305318
2,21,16,16,Healthy,0.5325495849118764
2,21,16,16,Healthy,-0.36267067173576256
2,21,16,16,Healthy,-0.2765464421269329
2,21,16,16,Healthy,-0.3243265131444653
2,21,16,16,Healthy,-0.06073465931393289
2,21,16,16,Healthy,-0.08536909616135357
2,21,16,16,Healthy,0.025867775290116173
2,21,16,16,Healthy,0.029455994002455688
2,21,16,16,Healthy,1.140480021110849
2,21,16,16,Healthy,0.29298647120453186
2,21,16,16,Healthy,0.29284898200071047
2,21,16,16,Healthy,0.40752290505377403
2,21,16,16,Healthy,0.4415848689335383
2,21,16,16,Healthy,0.5706507738595452
2,21,16,16,Healthy,0.585623069496977
2,21,16,16,Healthy,0.6493297347676183
2,21,16,16,Healthy,1.7342046649656657
2,21,16,16,Healthy,0.8368489535241913
2,21,16,16,Healthy,0.7634225750245565
2,21,16,16,Healthy,0.8343144076961495
2,21,16,16,Healthy,0.8789376079228777
2,21,16,16,Healthy,1.0104150040094428
2,21,16,16,Healthy,0.9227861087869221
2,21,16,16,Healthy,0.9134170834747466
2,21,16,16,Healthy,2.037120256427923
2,21,16,16,Healthy,0.9163054091682399
2,21,16,16,Healthy,0.9199488437115886
2,21,16,16,Healthy,0.9216400528287233
2,21,16,16,Healthy,1.008307680521438
2,21,16,16,Healthy,0.975050127103475
2,21,16,16,Healthy,0.8666658228048361
2,21,16,16,Healthy,0.9919983845169988
2,21,16,16,Healthy,1.853444467589889
2,21,16,16,Healthy,0.8198627935725543
2,21,16,16,Healthy,0.7623510494377803
2,21,16,16,Healthy,0.736912101416721
2,21,16,16,Healthy,0.7220729581793994
2,21,16,16,Healthy,0.6510501592688286
2,21,16,16,Healthy,0.5921258835386403
2,21,16,16,Healthy,0.5280788298456867
2,21,16,16,Healthy,1.430248704222012
2,21,16,16,Healthy,0.418210037144309
2,21,16,16,Healthy,0.2934816824602011
2,21,16,16,Healthy,0.2929686844668416
2,21,16,16,Healthy,0.1554725284473797
2,21,16,16,Healthy,0.09075011001682509
2,21,16,16,Healthy,-0.029819935184086852
2,21,16,16,Healthy,-0.07874216397437357
2,21,16,16,Healthy,0.8301479485306701
2,21,16,16,Healthy,-0.2150213294766509
2,21,16,16,Healthy,-0.2996455848021211
2,21,16,16,Healthy,-0.2910176515012464
2,21,16,16,Healthy,-0.5296788655098463
2,21,16,16,Healthy,-0.5178341897015838
2,21,16,16,Healthy,-0.6263274015212942
2,21,16,16,Healthy,-0.6425959586428392
2,21,16,16,Healthy,0.3378524352558394
2,21,16,16,Healthy,-0.7700960690357546
2,21,16,16,Healthy,-0.7929068137424501
2,21,16,16,Healthy,-0.9142289321404066
2,21,16,16,Healthy,-0.9360612432421695
2,21,16,16,Healthy,-0.9992192621748217
2,21,16,16,Healthy,-1.0190444374831553
2,21,16,16,Healthy,-0.9659258726970015
2,21,16,16,Healthy,-0.03413660068264693
2,21,16,16,Healthy,-1.0135879388440603
2,21,16,17,Healthy,-0.9917840471179652
2,21,16,17,Healthy,-0.9498604375703178
2,21,16,17,Healthy,-1.019928911824117
2,21,16,17,Healthy,-1.0137418108370393
2,21,16,17,Healthy,-1.0005671809254042
2,21,16,17,Healthy,-0.9178677786475303
2,21,16,17,Healthy,0.16350587728622518
2,21,16,17,Healthy,-0.8365802511010905
2,21,16,17,Healthy,-0.7979191783167714
2,21,16,17,Healthy,-0.7623628344273339
2,21,16,17,Healthy,-0.7134012621327227
2,21,16,17,Healthy,-0.6411656080481668
2,21,16,17,Healthy,-0.7061442619038262
2,21,16,17,Healthy,-0.4717436163466049
2,21,16,17,Healthy,0.5857339629878061
2,21,16,17,Healthy,-0.35897541201420385
2,21,16,17,Healthy,-0.27177148179416855
2,21,16,17,Healthy,-0.272019820088929
2,21,16,17,Healthy,-0.23903420692814117
2,21,16,17,Healthy,-0.12484671818426615
2,21,16,17,Healthy,-0.036489851553347497
2,21,16,17,Healthy,-0.0022097489541606508
2,21,16,17,Healthy,1.1750615578100723
2,21,16,17,Healthy,0.15763428486526343
2,21,16,17,Healthy,0.267474890522982
2,21,16,17,Healthy,0.406296333085417
2,21,16,17,Healthy,0.5087598362079156
2,21,16,17,Healthy,0.4807478439782528
2,21,16,17,Healthy,0.6085276930796143
2,21,16,17,Healthy,0.5488937634928518
2,21,16,17,Healthy,1.6773036794708545
2,21,16,17,Healthy,0.7713206485839983
2,21,16,17,Healthy,0.8779632495258913
2,21,16,17,Healthy,0.8996610975694774
2,21,16,17,Healthy,0.8798471978419422
2,21,16,17,Healthy,0.8821068859517706
2,21,16,17,Healthy,0.9474308262586609
2,21,16,17,Healthy,0.8960081517759195
2,21,16,17,Healthy,1.9723097347631817
2,21,16,17,Healthy,1.1211256296269247
2,21,16,17,Healthy,0.9805441620142314
2,21,16,17,Healthy,0.9681723761617467
2,21,16,17,Healthy,0.9557411641255777
2,21,16,17,Healthy,1.0338897866859977
2,21,16,17,Healthy,1.037947020049793
2,21,16,17,Healthy,0.9385726608482846
2,21,16,17,Healthy,1.8454107424623827
2,21,16,17,Healthy,0.8287407911231263
2,21,16,17,Healthy,0.8181319763448768
2,21,16,17,Healthy,0.7945297604328259
2,21,16,17,Healthy,0.7266442561740704
2,21,16,17,Healthy,0.6718854479737376
2,21,16,17,Healthy,0.5742896973643984
2,21,16,17,Healthy,0.5051320273789632
2,21,16,17,Healthy,1.3936515128971148
2,21,16,17,Healthy,0.4923702041091271
2,21,16,17,Healthy,0.38215013580299123
2,21,16,17,Healthy,0.2582955094440058
2,21,16,17,Healthy,0.212276460159404
2,21,16,17,Healthy,0.13722607521022775
2,21,16,17,Healthy,-0.0331622165951368
2,21,16,17,Healthy,-0.10947170856427202
2,21,16,17,Healthy,0.7852910649111909
2,21,16,17,Healthy,-0.2540274267228055
2,21,16,17,Healthy,-0.27568145618628526
2,21,16,17,Healthy,-0.41856489235941746
2,21,16,17,Healthy,-0.43144556351925945
2,21,16,17,Healthy,-0.5706661285004073
2,21,16,17,Healthy,-0.6760418516314249
2,21,16,17,Healthy,-0.6201346164927832
2,21,16,17,Healthy,0.2773348804600238
2,21,16,17,Healthy,-0.7939968036611695
2,21,16,17,Healthy,-0.7661115624154854
2,21,16,17,Healthy,-0.7963044256903129
2,21,16,17,Healthy,-0.816884416717769
2,21,16,17,Healthy,-0.9074127855413844
2,21,16,17,Healthy,-0.9383220330097398
2,21,16,17,Healthy,-1.0292545473214865
2,21,16,17,Healthy,0.033536822141820716
2,21,16,17,Healthy,-0.9422452374522037
2,21,16,17,Healthy,-0.9341116444169121
2,21,16,17,Healthy,-0.9600787078289621
2,21,16,17,Healthy,-1.0216047510139585
2,21,16,17,Healthy,-1.0192216350792689
2,21,16,17,Healthy,-0.9580030519183613
2,21,16,17,Healthy,-0.8942037490335324
2,21,16,17,Healthy,0.15968336039119357
2,21,16,17,Healthy,-0.8202486362797148
2,21,16,17,Healthy,-0.8609869212398609
2,21,16,17,Healthy,-0.8114950327765866
2,21,16,17,Healthy,-0.6326226786503804
2,21,16,17,Healthy,-0.6417979431593086
2,21,16,17,Healthy,-0.5485058040770708
2,21,16,17,Healthy,-0.5209258088071246
2,21,16,17,Healthy,0.4836640698940454
2,21,16,17,Healthy,-0.2978668032495493
2,21,16,17,Healthy,-0.2203353961975704
2,21,16,17,Healthy,-0.24681511374514498
2,21,16,17,Healthy,-0.13958549251795607
2,21,16,17,Healthy,-0.061097887675090376
2,21,16,18,Healthy,0.0034605250981880192
2,21,16,18,Healthy,0.08603261217621176
2,21,16,18,Healthy,1.1919162780925303
2,21,16,18,Healthy,0.2033849608702727
2,21,16,18,Healthy,0.33756248939538297
2,21,16,18,Healthy,0.42863225475297495
2,21,16,18,Healthy,0.48649848539154733
2,21,16,18,Healthy,0.5069795039448468
2,21,16,18,Healthy,0.5944350911088184
2,21,16,18,Healthy,0.6890926174615833
2,21,16,18,Healthy,1.7080979708338977
2,21,16,18,Healthy,0.7785366136411318
2,21,16,18,Healthy,0.8078068237042738
2,21,16,18,Healthy,0.8971109119968549
2,21,16,18,Healthy,0.8511536919555588
2,21,16,18,Healthy,0.906390715547397
2,21,16,18,Healthy,0.8660685089245758
2,21,16,18,Healthy,0.8927625933531934
2,21,16,18,Healthy,2.01530996622576
2,21,16,18,Healthy,0.9981018782554179
2,21,16,18,Healthy,1.0799252802649595
2,21,16,18,Healthy,1.0369836801350363
2,21,16,18,Healthy,1.028007773163133
2,21,16,18,Healthy,0.9390355605444565
2,21,16,18,Healthy,0.9990225828427691
2,21,16,18,Healthy,0.9600978026995507
2,21,16,18,Healthy,1.954071185470246
2,21,16,18,Healthy,0.8871266760262472
2,21,16,18,Healthy,0.8456124303840866
2,21,16,18,Healthy,0.6791485717724984
2,21,16,18,Healthy,0.7570949810705866
2,21,16,18,Healthy,0.57597836865238
2,21,16,18,Healthy,0.5859793848727525
2,21,16,18,Healthy,0.5495164655791852
2,21,16,18,Healthy,1.4916195706126876
2,21,16,18,Healthy,0.3361814912090274
2,21,16,18,Healthy,0.2640144128656641
2,21,16,18,Healthy,0.25054767368905045
2,21,16,18,Healthy,0.19510865087154905
2,21,16,18,Healthy,0.12775791423761437
2,21,16,18,Healthy,-0.10647295408310847
2,21,16,18,Healthy,-0.03839846017268341
2,21,16,18,Healthy,0.8050944821616548
2,21,16,18,Healthy,-0.22385830857905056
2,21,16,18,Healthy,-0.3721131650871459
2,21,16,18,Healthy,-0.4412037951694693
2,21,16,18,Healthy,-0.37455004211917253
2,21,16,18,Healthy,-0.5387669920234056
2,21,16,18,Healthy,-0.6520992921626815
2,21,16,18,Healthy,-0.6654674414145434
2,21,16,18,Healthy,0.23651365515130826
2,21,16,18,Healthy,-0.809356932783414
2,21,16,18,Healthy,-0.8169265898406585
2,21,16,18,Healthy,-0.9535070434745727
2,21,16,18,Healthy,-0.8146561881792687
2,21,16,18,Healthy,-0.9047287391900131
2,21,16,18,Healthy,-0.942920607428403
2,21,16,18,Healthy,-0.9628275896631274
2,21,16,18,Healthy,0.01975907527526327
2,21,16,18,Healthy,-0.9961707580774246
2,21,16,18,Healthy,-0.9665099365295367
2,21,16,18,Healthy,-0.978477768293866
2,21,16,18,Healthy,-1.0567793894517787
2,21,16,18,Healthy,-1.0360968681232752
2,21,16,18,Healthy,-0.8897615137175154
2,21,16,18,Healthy,-0.9846528366050229
2,21,16,18,Healthy,0.10613836233974493
2,21,16,18,Healthy,-0.8662484817272876
2,21,16,18,Healthy,-0.7789973172456442
2,21,16,18,Healthy,-0.7840660505623976
2,21,16,18,Healthy,-0.5934273115804143
2,21,16,18,Healthy,-0.7003610293630155
2,21,16,18,Healthy,-0.5695363742998262
2,21,16,18,Healthy,-0.5451923494200703
2,21,16,18,Healthy,0.49370697703552296
2,21,16,18,Healthy,-0.3486256420138372
2,21,16,18,Healthy,-0.33048573057513925
2,21,16,18,Healthy,-0.2796886270155334
2,21,16,18,Healthy,-0.15108906208184633
2,21,16,18,Healthy,-0.08045249679496239
2,21,16,18,Healthy,-0.022300385353781624
2,21,16,18,Healthy,0.13405893147762837
2,21,16,18,Healthy,1.1677919133938406
2,21,16,18,Healthy,0.23443648340469816
2,21,16,18,Healthy,0.2939426956915659
2,21,16,18,Healthy,0.36105049099512765
2,21,16,18,Healthy,0.43341531559362784
2,21,16,18,Healthy,0.5369777907945447
2,21,16,18,Healthy,0.5613907521236239
2,21,16,18,Healthy,0.6262479714865936
2,21,16,18,Healthy,1.7159524331145697
2,21,16,18,Healthy,0.846798186998186
2,21,16,18,Healthy,0.7985838477636336
2,21,16,18,Healthy,0.7853157726663943
2,21,16,18,Healthy,0.8629020091673969
2,21,16,18,Healthy,0.9227926669078751
2,21,16,18,Healthy,0.9341091873744329
2,21,16,18,Healthy,1.028323044943801
2,21,16,18,Healthy,2.1326638707243286
2,21,16,18,Healthy,0.988337746210607
2,21,16,19,Healthy,1.0102522676880192
2,21,16,19,Healthy,0.9426105168362193
2,21,16,19,Healthy,0.9198950117750647
2,21,16,19,Healthy,0.9573565558442628
2,21,16,19,Healthy,1.0245478963782189
2,21,16,19,Healthy,0.8703288327198293
2,21,16,19,Healthy,1.8701813878351687
2,21,16,19,Healthy,0.7555714567592859
2,21,16,19,Healthy,0.8947741386135075
2,21,16,19,Healthy,0.7467610029851905
2,21,16,19,Healthy,0.7238101887240742
2,21,16,19,Healthy,0.6398905034056029
2,21,16,19,Healthy,0.6328472555300944
2,21,16,19,Healthy,0.5709590112779097
2,21,16,19,Healthy,1.5265395993039372
2,21,16,19,Healthy,0.31427896220583573
2,21,16,19,Healthy,0.31393190375639357
2,21,16,19,Healthy,0.21092849297329783
2,21,16,19,Healthy,0.18855064203675312
2,21,16,19,Healthy,0.002435141903496793
2,21,16,19,Healthy,0.062240067464156695
2,21,16,19,Healthy,-0.11278242431936542
2,21,16,19,Healthy,0.7819651266660125
2,21,16,19,Healthy,-0.2542549590748765
2,21,16,19,Healthy,-0.2412438515948775
2,21,16,19,Healthy,-0.33920089834440087
2,21,16,19,Healthy,-0.46216133506440016
2,21,16,19,Healthy,-0.5927288418225566
2,21,16,19,Healthy,-0.5681414955156923
2,21,16,19,Healthy,-0.6569943345869574
2,21,16,19,Healthy,0.3187215073428485
2,21,16,19,Healthy,-0.7938432835339003
2,21,16,19,Healthy,-0.8136030671823233
2,21,16,19,Healthy,-0.7647735665209731
2,21,16,19,Healthy,-0.8777937735380842
2,21,16,19,Healthy,-0.8838316862033841
2,21,16,19,Healthy,-0.9427444273883042
2,21,16,19,Healthy,-0.9203042923555885
2,21,16,19,Healthy,0.03952525929340944
2,21,16,19,Healthy,-0.9916434788337872
2,21,16,19,Healthy,-1.021938802604049
2,21,16,19,Healthy,-0.9991175237898814
2,21,16,19,Healthy,-1.0107059462802654
2,21,16,19,Healthy,-0.9447512298408894
2,21,16,19,Healthy,-1.0377932783324944
2,21,16,19,Healthy,-0.9301347590575629
2,21,16,19,Healthy,0.10884165579864895
2,21,16,19,Healthy,-0.8324843334732371
2,21,16,19,Healthy,-0.7876749364918953
2,21,16,19,Healthy,-0.8014163414250166
2,21,16,19,Healthy,-0.6911593141283403
2,21,16,19,Healthy,-0.6625484466519883
2,21,16,19,Healthy,-0.5715936509869315
2,21,16,19,Healthy,-0.5513504150433856
2,21,16,19,Healthy,0.5984074838347979
2,21,16,19,Healthy,-0.3940454073839763
2,21,16,19,Healthy,-0.3157667624112174
2,21,16,19,Healthy,-0.21214534712924563
2,21,16,19,Healthy,-0.16797681843658702
2,21,16,19,Healthy,-0.18077921143535108
2,21,16,19,Healthy,0.0864602435402545
2,21,16,19,Healthy,0.02816954078670606
2,21,16,19,Healthy,1.1326738554078395
2,21,16,19,Healthy,0.19574107407617272
2,21,16,19,Healthy,0.4088461894109024
2,21,16,19,Healthy,0.40991832444397264
2,21,16,19,Healthy,0.48300693259845784
2,21,16,19,Healthy,0.47792300260517834
2,21,16,19,Healthy,0.567337334728752
2,21,16,19,Healthy,0.6653842849414505
2,21,16,19,Healthy,1.7516145148543882
2,21,16,19,Healthy,0.8355560983953889
2,21,16,19,Healthy,0.7333110629714351
2,21,16,19,Healthy,0.8546506373872509
2,21,16,19,Healthy,0.89086893980594
2,21,16,19,Healthy,0.9831474798647782
2,21,16,19,Healthy,0.9540662160438836
2,21,16,19,Healthy,0.9312575709933423
2,21,16,19,Healthy,1.9604806695669694
2,21,16,19,Healthy,0.9380216177515832
2,21,16,19,Healthy,1.0258588177659937
2,21,16,19,Healthy,0.9247903238928855
2,21,16,19,Healthy,1.001726089142632
2,21,16,19,Healthy,1.0143564434485577
2,21,16,19,Healthy,0.9370265890254275
2,21,16,19,Healthy,0.9238602164600015
2,21,16,19,Healthy,1.8524779635667865
2,21,16,19,Healthy,0.952225003132576
2,21,16,19,Healthy,0.7591772617860492
2,21,16,19,Healthy,0.7946526652538993
2,21,16,19,Healthy,0.7178927000113375
2,21,16,19,Healthy,0.6881055509769055
2,21,16,19,Healthy,0.562413784343372
2,21,16,19,Healthy,0.4504444005833041
2,21,16,19,Healthy,1.3785981878212459
2,21,16,19,Healthy,0.3385593196564945
2,21,16,19,Healthy,0.3448252116286328
2,21,16,19,Healthy,0.22928001969836226
2,21,16,19,Healthy,0.2084434729237997
2,21,16,19,Healthy,0.17702855165230186
2,21,16,20,Healthy,0.00196469196055519
2,21,16,20,Healthy,-0.07755257399869016
2,21,16,20,Healthy,0.8285985531132716
2,21,16,20,Healthy,-0.2732801690744338
2,21,16,20,Healthy,-0.27926330406191635
2,21,16,20,Healthy,-0.34705606375480924
2,21,16,20,Healthy,-0.4413689085012033
2,21,16,20,Healthy,-0.5100814120735584
2,21,16,20,Healthy,-0.6285845643371453
2,21,16,20,Healthy,-0.6234684199940241
2,21,16,20,Healthy,0.27645871027595104
2,21,16,20,Healthy,-0.7188279632137587
2,21,16,20,Healthy,-0.7396862824405832
2,21,16,20,Healthy,-0.824762478581782
2,21,16,20,Healthy,-0.8999757325849902
2,21,16,20,Healthy,-0.9424657292459837
2,21,16,20,Healthy,-0.8436349101801751
2,21,16,20,Healthy,-0.9731593527438729
2,21,16,20,Healthy,0.07665074029766732
2,21,16,20,Healthy,-1.0123224705173524
2,21,16,20,Healthy,-0.9826512645239672
2,21,16,20,Healthy,-1.0548868336533603
2,21,16,20,Healthy,-0.9929143597185166
