Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Average Heart Rate,Average Watts,Calories,Average Temperature,Total Work,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Grade Adjusted Distance,Average Elapsed Speed,Dirt Distance,Total Steps,Maximum Power 5s,Maximum Power 10s,Maximum Power 30s,Maximum Power 1.0min,Maximum Power 5.0min,Maximum Power 10.0min,Maximum Power 20.0min,Maximum Power 30.0min,Maximum Power 1.0 hr,Maximum Power 1.5 hr,Maximum Power 2.0 hr
3163925011,"8 Mar 2020, 02:00:56",Afternoon Ride,Ride,6249,41.65,133.0,17.0,FALSE,Scultura 5000,activities/3381462819.csv.gz,80.0,8.0,5848.0,14.5,7.179999828338620,109.0,102.0,12.199999809265100,38.79999923706060,7.0,0.0052812127396464,143.0,75.02802276611330,109.0,131.20315551757800,226.0,22.0,756067.0,,141.0,6224.0,,,,,,,357.0,296.8,236.7,217.6,187.2,172.0,166.2,158.4,148.6,135.6,0.0
3170023415,"9 Mar 2020, 23:34:29",Morning Ride,Ride,7379,52.01,135.0,21.0,FALSE,Scultura 5000,activities/3388217392.csv.gz,80.0,8.0,6927.0,11.699999809265100,7.489999771118160,189.0,182.0,7.199999809265140,36.400001525878900,5.900000095367430,0.0030761186499148,130.0,75.32113647460940,110.0,140.8499755859380,318.0,19.0,969105.0,,151.0,7380.0,,,,,,,481.8,330.3,272.3,227.0,184.2,174.5,168.7,162.0,157.7,152.0,0.0
3181097256,"14 Mar 2020, 02:46:39",Afternoon Ride,Ride,8670,60.21,140.0,27.0,FALSE,Scultura 5000,activities/3400504263.csv.gz,80.0,8.0,8402.0,12.399999618530300,7.185999870300290,274.0,279.0,38.400001525878900,68.4000015258789,14.300000190734900,0.0046502514742314,137.0,73.04041290283200,112.0,143.06153869628900,337.0,17.0,1205066.0,,151.0,8671.0,,,,,,,410.6,399.8,284.7,245.7,200.4,180.0,174.9,169.7,159.1,152.6,148.1
3190035349,"17 Mar 2020, 00:11:30",Lunch Ride,Ride,8143,53.92,135.0,24.0,FALSE,Scultura 5000,activities/3410356099.csv.gz,80.0,8.0,7639.0,13.800000190734900,7.102000236511230,212.0,212.0,43.400001525878900,73.80000305175780,10.800000190734900,0.0070464322343468,109.0,72.88593292236330,112.0,130.93743896484400,418.0,26.0,1005396.0,,142.0,8144.0,,,,,,,358.0,292.4,255.0,217.2,181.9,168.1,162.2,154.2,151.0,145.6,135.0
3196233902,"19 Mar 2020, 01:30:32",Lunch Ride,Ride,7945,56.97,144.0,30.0,FALSE,Scultura 5000,activities/3417037355.csv.gz,80.0,8.0,7538.0,13.5,7.559999942779540,197.0,197.0,-4.599999904632570,27.200000762939500,6.199999809265140,0.0172010697424411,135.0,74.95536804199220,119.0,145.04266357421900,625.0,28.0,1109022.0,,157.0,7946.0,,,,,,,390.4,378.6,302.4,252.8,202.0,189.1,182.3,171.6,163.5,159.0,149.1
3202100952,"21 Mar 2020, 01:50:41",Lunch Ride,Ride,8837,65.14,129.0,26.0,FALSE,Scultura 5000,activities/3423335981.csv.gz,80.0,8.0,8590.0,9.5,7.567999839782720,34.0,45.0,-22.799999237060500,2.5999999046325700,4.0,0.0288600735366344,112.0,69.62445831298830,109.0,152.54672241210900,261.0,16.0,1336629.0,,157.0,8838.0,,,,,,,313.8,271.0,256.6,238.6,189.5,178.3,174.3,170.7,165.1,161.2,158.4
3205535689,"22 Mar 2020, 03:09:29",Afternoon Ride,Ride,5994,43.02,138.0,25.0,FALSE,Scultura 5000,activities/3427021871.csv.gz,80.0,8.0,5775.0,10.800000190734900,7.459000110626220,52.0,58.0,26.200000762939500,31.399999618530300,4.0,0.0060432511381804,131.0,73.2244644165039,123.0,153.65367126464800,646.0,17.0,891416.0,,158.0,5995.0,,,,,,,348.6,260.6,219.0,201.8,180.4,174.3,170.2,168.8,166.0,159.2,0.0
3211840119,"24 Mar 2020, 01:29:26",Lunch Ride,Ride,8533,60.18,141.0,29.0,FALSE,Scultura 5000,activities/3433757254.csv.gz,80.0,8.0,8046.0,11.399999618530300,7.486000061035160,205.0,203.0,14.600000381469700,47.0,5.599999904632570,0.014288586564362,115.0,73.2248306274414,117.0,152.8765869140630,568.0,17.0,1237585.0,,160.0,8534.0,,,,,,,524.4,454.3,313.3,261.4,188.6,182.4,180.0,172.6,165.5,163.1,158.5
3218870589,"26 Mar 2020, 02:28:32",Afternoon Ride,Ride,6077,41.23,137.0,18.0,FALSE,Scultura 5000,activities/3441223783.csv.gz,80.0,8.0,5746.0,12.800000190734900,7.2729997634887700,116.0,109.0,47.79999923706060,80.4000015258789,6.699999809265140,0.0310393329709768,105.0,72.40725708007810,113.0,147.35250854492200,327.0,19.0,846966.0,,156.0,6072.0,,,,,,,334.2,307.6,268.3,227.2,189.2,175.8,170.2,167.6,163.7,151.5,0.0
3225984562,"28 Mar 2020, 03:19:30",Afternoon Ride,Ride,8569,63.79,134.0,29.0,FALSE,Scultura 5000,activities/3448790790.csv.gz,80.0,8.0,8569.0,10.199999809265100,7.452000141143800,90.0,86.0,17.0,30.799999237060500,5.5,0.0175570603460073,103.0,69.73314666748050,116.0,137.53762817382800,462.0,26.0,1197081.0,,147.0,8570.0,,,,,,,308.6,290.2,217.9,200.2,176.1,159.2,156.8,156.0,148.7,145.8,143.0
3264843670,"7 Apr 2020, 00:49:49",Morning Ride,Ride,7191,53.38,132.0,23.0,FALSE,Scultura 5000,activities/3490283440.csv.gz,80.0,8.0,7032.0,9.800000190734860,7.520999908447270,20.0,28.0,2.799999952316280,11.199999809265100,2.799999952316280,0.0116146197542548,120.0,72.42350006103520,113.0,157.84291076660200,225.0,14.0,1122418.0,,163.0,7192.0,,,,,,,339.8,275.5,232.4,224.1,188.3,184.2,178.5,176.2,170.6,165.6,0.0
3273876623,"9 Apr 2020, 01:26:22",Lunch Ride,Ride,7690,63.8,144.0,47.0,FALSE,Scultura 5000,activities/3499861602.csv.gz,80.0,8.0,7596.0,11.0,8.416000366210940,47.0,55.0,50.59999847412110,71.80000305175780,2.5,0.030093053355813,112.0,74.57946014404300,128.0,180.6648101806640,1193.0,17.0,1389215.0,,187.0,7691.0,,,,,,,407.2,326.3,267.1,254.0,206.8,202.7,199.3,199.2,196.8,192.4,185.9
3291904177,"13 Apr 2020, 04:29:29",Afternoon Ride,Ride,5734,42.9,144.0,28.0,FALSE,Scultura 5000,activities/3518901458.csv.gz,80.0,8.0,5506.0,12.399999618530300,7.791999816894530,19.0,33.0,13.600000381469700,19.0,3.700000047683720,-0.0018644541269168,104.0,74.26924896240230,124.0,158.94248962402300,722.0,15.0,879828.0,,164.0,5735.0,,,,,,,409.2,280.4,235.2,220.2,183.7,174.8,171.3,168.8,166.7,160.2,0.0
3300554057,"15 Apr 2020, 00:35:24",Morning Ride,Ride,9505,63.67,134.0,29.0,FALSE,Scultura 5000,activities/3528008662.csv.gz,80.0,8.0,8681.0,10.399999618530300,7.296999931335450,149.0,123.0,56.400001525878900,82.19999694824220,4.300000190734860,0.0329829305410385,144.0,74.88363647460940,115.0,141.6000213623050,375.0,21.0,1241330.0,,149.0,9074.0,,,,,,,355.4,257.2,218.6,206.6,180.3,159.2,156.2,152.8,148.7,148.7,146.4
3310063386,"17 Apr 2020, 01:41:32",Lunch Ride,Ride,6990,53.47,139.0,29.0,FALSE,Scultura 5000,activities/3537986826.csv.gz,80.0,8.0,6717.0,10.600000381469700,7.951000213623050,70.0,64.0,-37.400001525878900,-27.0,3.400000095367430,0.0134647144004702,117.0,76.93606567382810,121.0,167.88946533203100,620.0,16.0,1140931.0,,173.0,6991.0,,,,,,,468.8,372.4,284.2,245.5,203.8,191.0,186.2,183.5,179.3,175.7,0.0
3314439300,"18 Apr 2020, 03:15:36",Afternoon Ride,Ride,9341,75.05,142.0,39.0,FALSE,Scultura 5000,activities/3542623557.csv.gz,80.0,8.0,9252.0,10.100000381469700,8.119000434875490,47.0,61.0,60.400001525878900,69.80000305175780,4.099999904632570,0.0085276365280151,116.0,77.48406982421880,123.0,162.67410278320300,895.0,13.0,1520080.0,,168.0,9342.0,,,,,,,355.2,313.4,275.3,248.9,193.5,184.9,182.4,181.3,178.8,174.8,170.9
3334088290,"22 Apr 2020, 00:41:23",Morning Ride,Ride,9432,70.29,130.0,28.0,FALSE,Scultura 5000,activities/3563333786.csv.gz,80.0,8.0,9268.0,10.5,7.581999778747560,33.0,40.0,-99.8000030517578,-90.5999984741211,3.200000047683720,0.0062591666355729,143.0,72.24097442626950,110.0,144.7654266357420,284.0,14.0,1359041.0,,149.0,9433.0,,,,,,,343.2,290.0,242.4,218.8,173.9,162.2,158.4,157.7,152.0,149.1,149.0
3344096924,"24 Apr 2020, 02:11:21",Lunch Ride,Ride,5384,43.01,143.0,29.0,FALSE,Scultura 5000,activities/3573718077.csv.gz,80.0,8.0,5320.0,10.100000381469700,8.093000411987310,38.0,35.0,-4.800000190734860,5.800000190734860,6.099999904632570,0.0172041002660989,178.0,72.56382751464840,125.0,158.57167053222700,682.0,20.0,855727.0,,164.0,5385.0,,,,,,,466.6,333.5,256.0,229.9,183.9,175.5,171.3,169.4,167.2,0.0,0.0
3349815035,"25 Apr 2020, 03:24:51",Afternoon Ride,Ride,11029,80.81,139.0,36.0,FALSE,Scultura 5000,activities/3579716716.csv.gz,80.0,8.0,10771.0,10.399999618530300,7.494999885559080,106.0,98.0,-33.0,-15.800000190734900,4.0,0.0170763544738292,169.0,73.3916015625,114.0,147.54432678222700,481.0,19.0,1617699.0,,155.0,11029.0,,,,,,,469.6,308.2,230.8,226.8,193.4,174.0,170.2,167.8,160.8,156.2,155.9
