Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Average Watts,Calories,Average Temperature,Relative Effort.1,Total Work,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute.1,From Upload,Grade Adjusted Distance,Bike,Gear,Flagged,Average Elapsed Speed,Dirt Distance,Total Steps
3031954535,"21 Jan 2020, 20:59:59",Morning Ride,Ride,2669,19.44,141.0,11.0,False,,activities/3234065852.fit.gz,80.0,,2669.0,2635.0,19448.19921875,11.300000190734863,7.455999851226807,51.0,20.0,7.0,43.0,12.0,0.174823373556137,94.0,77.58309173583984,141.0,121.0,134.99693298339844,254.0,20.0,11.0,286802.0,,148.0,2670.0,,,0.0,1.0,,,,,,,
3037977732,"24 Jan 2020, 00:14:17",Lunch Ride,Ride,5543,37.34,125.0,14.0,False,,activities/3240773289.fit.gz,80.0,,5543.0,5381.0,37342.0,8.899999618530273,6.929999828338623,,0.0,26.0,31.0,10.0,-0.0053558996878564,89.0,73.12506866455078,125.0,104.0,132.80209350585938,162.0,20.0,14.0,593960.0,,142.0,5544.0,,,0.0,1.0,,,,,,,
3040618062,"25 Jan 2020, 02:49:30",Afternoon Ride,Ride,7690,50.89,143.0,31.0,False,,activities/3243747987.fit.gz,80.0,,7690.0,7340.0,50896.0,12.0,6.958000183105469,143.0,133.0,0.0,28.0,9.800000190734863,0.0078591639176011,95.0,75.0333023071289,143.0,121.0,122.18675231933594,631.0,27.0,31.0,727087.0,,132.0,7691.0,,,0.0,1.0,,,,,,,
3047029699,"27 Jan 2020, 00:59:24",Lunch Ride,Ride,5635,37.79,122.0,14.0,False,,activities/3250875085.fit.gz,80.0,,5635.0,5486.0,37796.80078125,10.0,6.892000198364258,6.0,0.0,3.0,13.800000190734863,10.0,0.0238115396350622,86.0,67.86869812011719,122.0,101.0,121.91575622558594,164.0,24.0,14.0,578866.0,,128.0,5636.0,,,0.0,1.0,,,,,,,
3052585862,"29 Jan 2020, 01:33:10",Lunch Ride,Ride,7903,50.12,134.0,22.0,False,,activities/3257177281.fit.gz,80.0,,7903.0,7333.0,50120.6015625,12.0,6.831999778747559,46.0,31.0,-75.0,-57.0,11.5,0.0199518762528896,88.0,68.92608642578125,134.0,110.0,126.2376937866211,280.0,27.0,22.0,776760.0,,135.0,7904.0,,,0.0,1.0,,,,,,,
3063507030,"1 Feb 2020, 21:42:49",Elwood Triathlon Bike,Ride,2097,20.21,160.0,60.0,False,Cervelo P2,activities/3269552122.fit.gz,80.0,8.0,2097.0,2097.0,20216.80078125,12.100000381469728,9.637999534606934,16.0,21.0,0.0,9.0,24.399999618530277,-0.0148391434922814,92.0,82.34831237792969,160.0,155.0,228.0792694091797,577.0,14.0,60.0,403349.0,9.0,231.0,2098.0,0.0,104.0,0.0,1.0,,6699861.0,,,,,
3070002283,"4 Feb 2020, 03:50:34",Afternoon Ride,Ride,7986,47.71,144.0,29.0,False,Cervelo P2,activities/3276835242.fit.gz,80.0,8.0,7986.0,7199.0,47713.0,12.100000381469728,6.6479997634887695,98.0,80.0,-14.0,12.0,18.200000762939453,0.0356297008693218,94.0,73.091796875,144.0,121.0,123.10987854003906,587.0,20.0,29.0,724249.0,,130.0,7987.0,,,0.0,1.0,,6699861.0,,,,,
3078436157,"7 Feb 2020, 00:22:14",Lunch Ride,Ride,7998,51.69,140.0,24.0,False,Cervelo P2,activities/3286209492.fit.gz,80.0,8.0,7998.0,7414.0,51695.69921875,11.5,6.999000072479248,176.0,173.0,55.0,83.0,12.300000190734863,0.0077375876717269,98.0,75.4838638305664,140.0,113.0,126.36095428466795,342.0,25.0,24.0,746630.0,,137.0,7970.0,,,0.0,1.0,,6699861.0,,,,,
3084157762,"9 Feb 2020, 00:37:01",Lunch Ride,Ride,5705,38.41,139.0,20.0,False,Cervelo P2,activities/3292566893.fit.gz,80.0,8.0,5705.0,5428.0,38415.3984375,10.399999618530272,7.09499979019165,23.0,13.0,-23.0,-6.0,11.800000190734863,0.0338405966758728,94.0,73.35243225097656,139.0,118.0,120.30282592773438,340.0,28.0,20.0,540973.0,,126.0,5706.0,,,0.0,1.0,,6699861.0,,,,,
3089493317,"10 Feb 2020, 23:50:17",Morning Ride,Ride,6516,43.18,139.0,20.0,False,Cervelo P2,activities/3298538800.fit.gz,80.0,8.0,6516.0,5820.0,43184.80078125,11.199999809265137,7.452000141143799,83.0,84.0,14.0,45.0,16.899999618530273,-0.0092625180259346,147.0,73.93195343017578,139.0,114.0,135.1837158203125,356.0,22.0,20.0,794892.0,,145.0,6457.0,,,0.0,1.0,,6699861.0,,,,,
3095086014,"12 Feb 2020, 23:24:55",Morning Ride,Ride,3678,17.89,146.0,11.0,False,Cervelo P2,activities/3304743586.fit.gz,80.0,8.0,3678.0,3283.0,17890.80078125,14.899999618530272,5.456999778747559,155.0,150.0,31.0,97.0,22.5,0.0614841133356094,99.0,62.59932327270508,146.0,111.0,100.2578125,208.0,26.0,11.0,272523.0,,130.0,3679.0,,,0.0,1.0,,6699861.0,,,,,
3095325394,"13 Feb 2020, 02:20:40",Afternoon Ride,Ride,4153,22.52,144.0,13.0,False,Cervelo P2,activities/3305013628.fit.gz,80.0,8.0,4153.0,3696.0,22521.400390625,14.800000190734863,6.102000236511231,166.0,185.0,11.0,77.0,15.899999618530272,-0.0976848676800727,104.0,68.19316864013672,144.0,111.0,108.70843505859376,240.0,31.0,13.0,329157.0,,134.0,4043.0,,,0.0,1.0,,6699861.0,,,,,
3100378219,"14 Feb 2020, 23:32:52",Morning Ride,Ride,9466,74.13,133.0,31.0,False,Cervelo P2,activities/3310689216.fit.gz,80.0,8.0,9466.0,9297.0,74137.6015625,10.899999618530272,7.98199987411499,4.0,5.0,-1.0,8.0,14.5,-0.0026976864319294,144.0,70.79598999023438,133.0,116.0,147.62277221679688,350.0,16.0,31.0,1395488.0,,153.0,9467.0,,,0.0,1.0,,6699861.0,,,,,
3103648045,"16 Feb 2020, 03:43:38",Afternoon Ride,Ride,5725,42.75,144.0,29.0,False,Cervelo P2,activities/3314378076.fit.gz,80.0,8.0,5725.0,5561.0,42757.1015625,11.100000381469728,7.692999839782715,6.0,0.0,11.0,17.0,6.599999904632568,0.0093551715835928,148.0,72.29743194580078,144.0,126.0,133.1256561279297,762.0,26.0,29.0,758704.0,,140.0,5726.0,,,0.0,1.0,,6699861.0,,,,,
3109261475,"17 Feb 2020, 22:31:19",Morning Ride,Ride,5627,40.06,133.0,16.0,False,Cervelo P2,activities/3320653027.fit.gz,80.0,8.0,5627.0,5486.0,40066.19921875,9.899999618530272,7.402999877929687,39.0,46.0,-1.0,12.0,10.800000190734863,-0.0174710862338542,132.0,74.59664154052734,133.0,110.0,133.84271240234375,181.0,18.0,16.0,742595.0,,140.0,5628.0,,,0.0,1.0,,6699861.0,,,,,
3115274333,"19 Feb 2020, 23:57:07",Morning Ride,Ride,5827,40.35,149.0,18.0,False,Cervelo P2,activities/3327367405.fit.gz,80.0,8.0,5827.0,5595.0,40357.3984375,11.300000190734863,7.24399995803833,93.0,92.0,35.79999923706055,65.4000015258789,5.699999809265137,-0.0064424369484186,148.0,77.08700561523438,149.0,111.0,136.92987060546875,205.0,16.0,18.0,758017.0,,144.0,5828.0,,,0.0,1.0,,6699861.0,,,,,
3120528743,"22 Feb 2020, 01:13:22",Lunch Ride,Ride,1945,13.56,138.0,6.0,False,Cervelo P2,activities/3333235427.fit.gz,80.0,8.0,1945.0,1886.0,13562.7001953125,12.800000190734863,7.190999984741211,82.0,83.0,2.400000095367432,25.600000381469727,8.300000190734863,0.0014746326487511,103.0,73.84632873535156,138.0,109.0,125.5441436767578,79.0,22.0,6.0,187136.0,,139.0,1946.0,,,0.0,1.0,,6699861.0,,,,,
3129482934,"24 Feb 2020, 22:35:39",Morning Ride,Ride,6091,40.26,143.0,18.0,False,Scultura 5000,activities/3343183303.fit.gz,80.0,8.0,6091.0,5671.0,40263.1015625,11.100000381469728,7.132999897003174,94.0,93.0,0.6000000238418579,28.600000381469727,6.099999904632568,0.0044705946929752,122.0,75.88362121582031,143.0,111.0,116.830078125,278.0,23.0,18.0,656581.0,,130.0,6092.0,,,0.0,1.0,,6699863.0,,,,,
3135202335,"26 Feb 2020, 23:42:10",Morning Ride,Ride,6078,41.28,138.0,19.0,False,Cervelo P2,activities/3349503665.fit.gz,80.0,8.0,6078.0,5643.0,41287.80078125,11.800000190734863,7.388999938964844,112.0,102.0,13.600000381469728,44.20000076293945,13.699999809265137,0.0130789242684841,121.0,76.34915924072266,138.0,114.0,138.39283752441406,296.0,16.0,19.0,1532884.0,,145.0,6052.0,,,0.0,1.0,,6699861.0,,,,,
3139989517,"28 Feb 2020, 21:43:19",Morning Ride,Ride,3048,19.05,135.0,8.0,False,Cervelo P2,activities/3354849121.fit.gz,80.0,8.0,3048.0,2828.0,19057.19921875,15.800000190734863,6.795000076293945,55.0,59.0,5.599999904632568,35.79999923706055,3.400000095367432,-0.0335831083357334,153.0,74.45689392089844,135.0,108.0,114.43855285644533,120.0,14.0,8.0,636945.0,,130.0,3036.0,,,0.0,1.0,,6699861.0,,,,,
3140375952,"29 Feb 2020, 01:22:26",Lunch Ride,Ride,5284,38.01,144.0,23.0,False,Cervelo P2,activities/3355281288.fit.gz,80.0,8.0,5284.0,5009.0,38012.8984375,12.699999809265137,7.638000011444092,147.0,163.0,11.199999809265137,38.59999847412109,16.700000762939453,-0.0405125617980957,231.0,76.5298080444336,144.0,121.0,140.2261199951172,508.0,24.0,23.0,1386055.0,,153.0,5285.0,,,0.0,1.0,,6699861.0,,,,,
3143382854,"1 Mar 2020, 00:05:02",Lunch Ride,Ride,5521,38.11,128.0,17.0,False,Cervelo P2,activities/3358622836.fit.gz,80.0,8.0,5521.0,5472.0,38114.80078125,17.700000762939453,7.021999835968018,13.0,4.0,68.4000015258789,78.5999984741211,15.399999618530272,0.0183655694127082,140.0,69.89322662353516,128.0,112.0,114.64258575439452,169.0,27.0,17.0,1244405.0,,125.0,5522.0,,,0.0,1.0,,6699861.0,,,,,
3149320714,"3 Mar 2020, 00:22:43",Lunch Ride,Ride,7088,50.87,144.0,25.0,False,Scultura 5000,activities/3365254690.fit.gz,80.0,8.0,7088.0,6662.0,50872.3984375,11.800000190734863,7.660999774932861,187.0,179.0,4.199999809265137,33.400001525878906,6.699999809265137,0.0062902476638555,147.0,77.84974670410156,144.0,117.0,152.30491638183594,505.0,17.0,25.0,2010874.0,,162.0,7072.0,,,0.0,1.0,,6699863.0,,,,,
3163925011,"8 Mar 2020, 02:00:56",Afternoon Ride,Ride,6249,41.65,133.0,17.0,False,Scultura 5000,activities/3381462819.fit.gz,80.0,8.0,6249.0,5848.0,41657.1015625,14.5,7.179999828338623,109.0,102.0,12.199999809265137,38.79999923706055,7.0,0.0052812127396464,143.0,75.02802276611328,133.0,109.0,131.20315551757812,226.0,22.0,17.0,756067.0,,141.0,6224.0,,,0.0,1.0,,6699863.0,,,,,
3170023415,"9 Mar 2020, 23:34:29",Morning Ride,Ride,7379,52.01,135.0,21.0,False,Scultura 5000,activities/3388217392.fit.gz,80.0,8.0,7379.0,6927.0,52013.6015625,11.699999809265137,7.489999771118164,189.0,182.0,7.199999809265137,36.400001525878906,5.900000095367432,0.0030761186499148,130.0,75.32113647460938,135.0,110.0,140.8499755859375,318.0,19.0,21.0,969105.0,,151.0,7380.0,,,0.0,1.0,,6699863.0,,,,,
3181097256,"14 Mar 2020, 02:46:39",Afternoon Ride,Ride,8670,60.21,140.0,27.0,False,Scultura 5000,activities/3400504263.fit.gz,80.0,8.0,8670.0,8402.0,60211.80078125,12.399999618530272,7.185999870300293,274.0,279.0,38.400001525878906,68.4000015258789,14.300000190734863,0.0046502514742314,137.0,73.04041290283203,140.0,112.0,143.06153869628906,337.0,17.0,27.0,1205066.0,,151.0,8671.0,,,0.0,1.0,,6699863.0,,,,,
3190035349,"17 Mar 2020, 00:11:30",Lunch Ride,Ride,8143,53.92,135.0,24.0,False,Scultura 5000,activities/3410356099.fit.gz,80.0,8.0,8143.0,7639.0,53928.0,13.800000190734863,7.102000236511231,212.0,212.0,43.400001525878906,73.80000305175781,10.800000190734863,0.0070464322343468,109.0,72.88593292236328,135.0,112.0,130.93743896484375,418.0,26.0,24.0,1005396.0,,142.0,8144.0,,,0.0,1.0,,6699863.0,,,,,
3196233902,"19 Mar 2020, 01:30:32",Lunch Ride,Ride,7945,56.97,144.0,30.0,False,Scultura 5000,activities/3417037355.fit.gz,80.0,8.0,7945.0,7538.0,56973.19921875,13.5,7.559999942779541,197.0,197.0,-4.599999904632568,27.200000762939453,6.199999809265137,0.0172010697424411,135.0,74.95536804199219,144.0,119.0,145.04266357421875,625.0,28.0,30.0,1109022.0,,157.0,7946.0,,,0.0,1.0,,6699863.0,,,,,
3202100952,"21 Mar 2020, 01:50:41",Lunch Ride,Ride,8837,65.14,129.0,26.0,False,Scultura 5000,activities/3423335981.fit.gz,80.0,8.0,8837.0,8590.0,65141.8984375,9.5,7.567999839782715,34.0,45.0,-22.799999237060547,2.5999999046325684,4.0,0.0288600735366344,112.0,69.62445831298828,129.0,109.0,152.54672241210938,261.0,16.0,26.0,1336629.0,,157.0,8838.0,,,0.0,1.0,,6699863.0,,,,,
3205535689,"22 Mar 2020, 03:09:29",Afternoon Ride,Ride,5994,43.02,138.0,25.0,False,Scultura 5000,activities/3427021871.fit.gz,80.0,8.0,5994.0,5775.0,43023.19921875,10.800000190734863,7.459000110626221,52.0,58.0,26.200000762939453,31.399999618530277,4.0,0.0060432511381804,131.0,73.2244644165039,138.0,123.0,153.65367126464844,646.0,17.0,25.0,891416.0,,158.0,5995.0,,,0.0,1.0,,6699863.0,,,,,
3211840119,"24 Mar 2020, 01:29:26",Lunch Ride,Ride,8533,60.18,141.0,29.0,False,Scultura 5000,activities/3433757254.fit.gz,80.0,8.0,8533.0,8046.0,60187.8984375,11.399999618530272,7.486000061035156,205.0,203.0,14.600000381469728,47.0,5.599999904632568,0.014288586564362,115.0,73.2248306274414,141.0,117.0,152.8765869140625,568.0,17.0,29.0,1237585.0,,160.0,8534.0,,,0.0,1.0,,6699863.0,,,,,
3218870589,"26 Mar 2020, 02:28:32",Afternoon Ride,Ride,6077,41.23,137.0,18.0,False,Scultura 5000,activities/3441223783.fit.gz,80.0,8.0,6077.0,5746.0,41238.0,12.800000190734863,7.2729997634887695,116.0,109.0,47.79999923706055,80.4000015258789,6.699999809265137,0.0310393329709768,105.0,72.40725708007812,137.0,113.0,147.35250854492188,327.0,19.0,18.0,846966.0,,156.0,6072.0,,,0.0,1.0,,6699863.0,,,,,
3225984562,"28 Mar 2020, 03:19:30",Afternoon Ride,Ride,8569,63.79,134.0,29.0,False,Scultura 5000,activities/3448790790.fit.gz,80.0,8.0,8569.0,8569.0,63792.0,10.199999809265137,7.452000141143799,90.0,86.0,17.0,30.799999237060547,5.5,0.0175570603460073,103.0,69.73314666748047,134.0,116.0,137.53762817382812,462.0,26.0,29.0,1197081.0,,147.0,8570.0,,,0.0,1.0,,6699863.0,,,,,
3264843670,"7 Apr 2020, 00:49:49",Morning Ride,Ride,7191,53.38,132.0,23.0,False,Scultura 5000,activities/3490283440.fit.gz,80.0,8.0,7191.0,7032.0,53381.0,9.800000190734863,7.520999908447266,20.0,28.0,2.799999952316284,11.199999809265137,2.799999952316284,0.0116146197542548,120.0,72.42350006103516,132.0,113.0,157.84291076660156,225.0,14.0,23.0,1122418.0,,163.0,7192.0,,,0.0,1.0,,6699863.0,,,,,
3273876623,"9 Apr 2020, 01:26:22",Lunch Ride,Ride,7690,63.8,144.0,47.0,False,Scultura 5000,activities/3499861602.fit.gz,80.0,8.0,7690.0,7596.0,63802.1015625,11.0,8.416000366210938,47.0,55.0,50.59999847412109,71.80000305175781,2.5,0.030093053355813,112.0,74.57946014404297,144.0,128.0,180.6648101806641,1193.0,17.0,47.0,1389215.0,,187.0,7691.0,,,0.0,1.0,,6699863.0,,,,,
3291904177,"13 Apr 2020, 04:29:29",Afternoon Ride,Ride,5734,42.9,144.0,28.0,False,Scultura 5000,activities/3518901458.fit.gz,80.0,8.0,5734.0,5506.0,42908.0,12.399999618530272,7.791999816894531,19.0,33.0,13.600000381469728,19.0,3.700000047683716,-0.0018644541269168,104.0,74.26924896240234,144.0,124.0,158.94248962402344,722.0,15.0,28.0,879828.0,,164.0,5735.0,,,0.0,1.0,,6699863.0,,,,,
3300554057,"15 Apr 2020, 00:35:24",Morning Ride,Ride,9505,63.67,134.0,29.0,False,Scultura 5000,activities/3528008662.fit.gz,80.0,8.0,9505.0,8681.0,63669.30078125,10.399999618530272,7.296999931335449,149.0,123.0,56.400001525878906,82.19999694824219,4.300000190734863,0.0329829305410385,144.0,74.88363647460938,134.0,115.0,141.6000213623047,375.0,21.0,29.0,1241330.0,,149.0,9074.0,,,0.0,1.0,,6699863.0,,,,,
3310063386,"17 Apr 2020, 01:41:32",Lunch Ride,Ride,6990,53.47,139.0,29.0,False,Scultura 5000,activities/3537986826.fit.gz,80.0,8.0,6990.0,6717.0,53473.1015625,10.600000381469728,7.951000213623047,70.0,64.0,-37.400001525878906,-27.0,3.400000095367432,0.0134647144004702,117.0,76.93606567382812,139.0,121.0,167.88946533203125,620.0,16.0,29.0,1140931.0,,173.0,6991.0,,,0.0,1.0,,6699863.0,,,,,
3314439300,"18 Apr 2020, 03:15:36",Afternoon Ride,Ride,9341,75.05,142.0,39.0,False,Scultura 5000,activities/3542623557.fit.gz,80.0,8.0,9341.0,9252.0,75050.1015625,10.100000381469728,8.119000434875488,47.0,61.0,60.400001525878906,69.80000305175781,4.099999904632568,0.0085276365280151,116.0,77.48406982421875,142.0,123.0,162.67410278320312,895.0,13.0,39.0,1520080.0,,168.0,9342.0,,,0.0,1.0,,6699863.0,,,,,
3334088290,"22 Apr 2020, 00:41:23",Morning Ride,Ride,9432,70.29,130.0,28.0,False,Scultura 5000,activities/3563333786.fit.gz,80.0,8.0,9432.0,9268.0,70296.8984375,10.5,7.581999778747559,33.0,40.0,-99.8000030517578,-90.5999984741211,3.200000047683716,0.0062591666355729,143.0,72.24097442626953,130.0,110.0,144.7654266357422,284.0,14.0,28.0,1359041.0,,149.0,9433.0,,,0.0,1.0,,6699863.0,,,,,
3344096924,"24 Apr 2020, 02:11:21",Lunch Ride,Ride,5384,43.01,143.0,29.0,False,Scultura 5000,activities/3573718077.fit.gz,80.0,8.0,5384.0,5320.0,43013.0,10.100000381469728,8.093000411987305,38.0,35.0,-4.800000190734863,5.800000190734863,6.099999904632568,0.0172041002660989,178.0,72.56382751464844,143.0,125.0,158.57167053222656,682.0,20.0,29.0,855727.0,,164.0,5385.0,,,0.0,1.0,,6699863.0,,,,,
3349815035,"25 Apr 2020, 03:24:51",Afternoon Ride,Ride,11029,80.81,139.0,36.0,False,Scultura 5000,activities/3579716716.fit.gz,80.0,8.0,11029.0,10771.0,80813.5,10.399999618530272,7.494999885559082,106.0,98.0,-33.0,-15.800000190734863,4.0,0.0170763544738292,169.0,73.3916015625,139.0,114.0,147.54432678222656,481.0,19.0,36.0,1617699.0,,155.0,11029.0,,,0.0,1.0,,6699863.0,,,,,
3359508274,"27 Apr 2020, 01:31:56",Lunch Ride,Ride,7292,54.74,135.0,23.0,False,Scultura 5000,activities/3589993876.fit.gz,80.0,8.0,7292.0,7201.0,54741.0,9.600000381469728,7.610000133514404,26.0,34.0,-9.399999618530272,8.199999809265137,5.300000190734863,0.0211906973272562,148.0,70.37680053710938,135.0,114.0,146.68392944335938,275.0,15.0,23.0,1069742.0,,152.0,7293.0,,,0.0,1.0,,6699863.0,,,,,
3368767553,"28 Apr 2020, 23:32:19",Morning Ride,Ride,7338,53.46,139.0,24.0,False,Scultura 5000,activities/3599758486.fit.gz,80.0,8.0,7338.0,7212.0,53460.6015625,10.199999809265137,7.389999866485596,61.0,56.0,33.20000076293945,45.0,4.099999904632568,0.0179571490734815,134.0,71.88182830810547,139.0,114.0,149.37478637695312,368.0,20.0,24.0,1088259.0,,158.0,7329.0,,,0.0,1.0,,6699863.0,,,,,
3373502096,"30 Apr 2020, 00:34:25",Morning Ride,Ride,5572,43.05,145.0,27.0,False,Scultura 5000,activities/3604712656.fit.gz,80.0,8.0,5572.0,5476.0,43049.69921875,10.199999809265137,7.848999977111816,37.0,42.0,69.5999984741211,76.5999984741211,4.0,0.0083624273538589,129.0,71.99870300292969,145.0,125.0,168.98080444335938,709.0,11.0,27.0,932550.0,,174.0,5573.0,,,0.0,1.0,,6699863.0,,,,,
3382893029,"2 May 2020, 00:51:52",Morning Ride,Ride,13982,100.12,142.0,52.0,False,Scultura 5000,activities/3614584481.fit.gz,80.0,8.0,13982.0,13845.0,100123.5,10.0,7.230000019073486,232.0,241.0,52.400001525878906,64.19999694824219,5.5,-0.0075906254351139,135.0,69.00963592529297,142.0,119.0,154.13133239746094,768.0,12.0,52.0,2149093.0,,161.0,13983.0,,,0.0,1.0,,6699863.0,,,,,
