Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y
1644430081,5/3/2016,12850,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324,1115,221,94,10,0.0,4.53999996185303,4.09000015258789,0.720000028610229
1644430081,5/4/2016,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,1388,52,0,0,0.0199999995529652,1.6599999666214,0.0,0.0
1644430081,5/5/2016,4363,3.19000005722046,3.19000005722046,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,2463,1341,81,12,6,0.0099999997764825,2.13000011444092,0.540000021457672,0.519999980926514
1644430081,5/6/2016,9787,7.11999988555908,7.11999988555908,0.0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,1054,369,6,11,0.0199999995529652,6.01000022888184,0.270000010728836,0.819999992847443
1644430081,5/7/2016,13372,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,3404,1139,243,17,41,0.0099999997764825,5.67000007629395,0.790000021457672,3.25999999046326
1644430081,5/8/2016,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,991,295,0,0,0.0,4.88000011444092,0.0,0.0
1644430081,5/9/2016,6643,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,3008,1099,303,6,32,0.0099999997764825,2.08999991416931,0.349999994039536,2.39000010490417
1644430081,5/10/2016,9167,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,2799,1254,155,19,12,0.0099999997764825,4.96999979019165,0.810000002384186,0.879999995231628
1644430081,5/11/2016,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,1276,713,49,0,0,0.0099999997764825,0.949999988079071,0.0,0.0
1844505072,4/12/2016,6697,4.42999982833862,4.42999982833862,0.0,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0
1844505072,4/13/2016,4929,3.25999999046326,3.25999999046326,0.0,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,1860,1192,248,0,0,0.0,3.25999999046326,0.0,0.0
1844505072,4/14/2016,7937,5.25,5.25,0.0,0.0,0.0,5.23000001907349,0.0,0,0,373,843,2130,843,373,0,0,0.0,5.23000001907349,0.0,0.0
1844505072,4/15/2016,3844,2.53999996185303,2.53999996185303,0.0,0.0,0.0,2.53999996185303,0.0,0,0,176,527,1725,527,176,0,0,0.0,2.53999996185303,0.0,0.0
1844505072,4/16/2016,3414,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,1657,1293,147,0,0,0.0,2.25999999046326,0.0,0.0
1844505072,4/17/2016,4525,2.99000000953674,2.99000000953674,0.0,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046
1844505072,4/18/2016,4597,3.03999996185303,3.03999996185303,0.0,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,1814,1211,217,12,0,0.0,2.55999994277954,0.479999989271164,0.0
1844505072,4/19/2016,197,0.129999995231628,0.129999995231628,0.0,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,1366,1430,10,0,0,0.0,0.129999995231628,0.0,0.0
1844505072,4/20/2016,8,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0099999997764825,0.0,0,0,1,1439,1349,1439,1,0,0,0.0,0.0099999997764825,0.0,0.0
1844505072,4/21/2016,8054,5.32000017166138,5.32000017166138,0.0,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,2062,1117,308,13,2,0.0,4.67999982833862,0.519999980926514,0.119999997317791
1844505072,4/22/2016,5372,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,1827,1220,220,0,0,0.0,3.54999995231628,0.0,0.0
1844505072,4/23/2016,3570,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,1645,1301,139,0,0,0.0,2.35999989509583,0.0,0.0
1844505072,4/24/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,4/25/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,4/26/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,4/27/2016,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,1439,1,0,0,0.0,0.0,0.0,0.0
1844505072,4/28/2016,6907,4.57000017166138,4.57000017166138,0.0,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,1992,1138,302,0,0,0.0,4.55999994277954,0.0,0.0
1844505072,4/29/2016,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,1082,247,0,0,0.0,3.25,0.0,0.0
1844505072,4/30/2016,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763,218,184,0,0,0.0,2.65000009536743,0.0,0.0
1844505072,5/1/2016,2573,1.70000004768372,1.70000004768372,0.0,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541,585,75,7,0,0.0,1.45000004768372,0.259999990463257,0.0
1844505072,5/2/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,5/3/2016,4059,2.6800000667572,2.6800000667572,0.0,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,1742,1256,184,0,0,0.0,2.6800000667572,0.0,0.0
1844505072,5/4/2016,2080,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549,1353,87,0,0,0.0,1.37000000476837,0.0,0.0
1844505072,5/5/2016,2237,1.48000001907349,1.48000001907349,0.0,0.0,0.0,1.48000001907349,0.0,0,0,120,1320,1589,1320,120,0,0,0.0,1.48000001907349,0.0,0.0
1844505072,5/6/2016,44,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,1351,1438,2,0,0,0.0,0.0299999993294477,0.0,0.0
1844505072,5/7/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,5/8/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,5/9/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,5/10/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,5/11/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,711,0,0,0,0.0,0.0,0.0,0.0
1927972279,4/12/2016,678,0.469999998807907,0.469999998807907,0.0,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0
1927972279,4/13/2016,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,986,32,0,0,0.0,0.25,0.0,0.0
1927972279,4/14/2016,2163,1.5,1.5,0.0,0.0,0.400000005960464,1.10000002384186,0.0,0,9,88,1292,2383,1292,88,9,0,0.0,1.10000002384186,0.400000005960464,0.0
1927972279,4/15/2016,980,0.680000007152557,0.680000007152557,0.0,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221,941,51,0,0,0.0,0.680000007152557,0.0,0.0
1927972279,4/16/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,4/17/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,4/18/2016,244,0.170000001788139,0.170000001788139,0.0,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,2111,1423,17,0,0,0.0,0.170000001788139,0.0,0.0
1927972279,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,1440,0,0,0,0.0,0.0,0.0,0.0
