DayOfWeek,Hour,Minute,Second,Condition,PPG_Signal
4,6,38,28,Healthy,-0.9955471335818014
4,6,38,28,Healthy,-0.9861573535529423
4,6,38,28,Healthy,-0.9724771581349694
4,6,38,28,Healthy,-0.9264601067153786
4,6,38,28,Healthy,-0.9866334242692338
4,6,38,28,Healthy,-0.8937288802597512
4,6,38,28,Healthy,-0.8304324667071048
4,6,38,28,Healthy,0.06325091790296632
4,6,38,28,Healthy,-0.8557814861212367
4,6,38,28,Healthy,-0.8270124206103687
4,6,38,28,Healthy,-0.8278957466182363
4,6,38,28,Healthy,-0.7508750172237255
4,6,38,28,Healthy,-0.6512161486383764
4,6,38,28,Healthy,-0.5334737927452939
4,6,38,28,Healthy,-0.6017406568117403
4,6,38,28,Healthy,0.5930897108280043
4,6,38,28,Healthy,-0.4387532779536848
4,6,38,28,Healthy,-0.2624833049314204
4,6,38,28,Healthy,-0.3722847810058424
4,6,38,28,Healthy,-0.17408318625674346
4,6,38,28,Healthy,-0.09055566497383163
4,6,38,28,Healthy,0.006796912123497915
4,6,38,28,Healthy,0.0691433178287223
4,6,38,28,Healthy,1.1378592913695964
4,6,38,28,Healthy,0.23371270519574985
4,6,38,28,Healthy,0.2771943291319415
4,6,38,28,Healthy,0.3706206128157277
4,6,38,28,Healthy,0.489599489303684
4,6,38,28,Healthy,0.5898793872591243
4,6,38,28,Healthy,0.419738892321466
4,6,38,28,Healthy,0.6238387900441379
4,6,38,28,Healthy,1.6839451516673047
4,6,38,28,Healthy,0.8100295053512513
4,6,38,28,Healthy,0.8220649743633911
4,6,38,28,Healthy,0.7954948782957284
4,6,38,28,Healthy,0.8618340113716775
4,6,38,28,Healthy,1.0047440225786597
4,6,38,28,Healthy,0.9746835191876155
4,6,38,28,Healthy,1.0011950633406541
4,6,38,28,Healthy,1.9910384491436046
4,6,38,28,Healthy,0.9336733951628369
4,6,38,28,Healthy,0.999182432413345
4,6,38,28,Healthy,0.9430423117344597
4,6,38,28,Healthy,1.0467852287858999
4,6,38,28,Healthy,1.0016504737645726
4,6,38,28,Healthy,0.9232301944678797
4,6,38,28,Healthy,0.9352022453449028
4,6,38,28,Healthy,1.8363170441113152
4,6,38,28,Healthy,0.8167002223672849
4,6,38,28,Healthy,0.7603318271500982
4,6,38,28,Healthy,0.6387130101294112
4,6,38,28,Healthy,0.714473525622839
4,6,38,28,Healthy,0.5812793905359417
4,6,38,28,Healthy,0.6237102902104018
4,6,38,28,Healthy,0.5235047059694813
4,6,38,28,Healthy,1.4290374742001923
4,6,38,28,Healthy,0.40270371627002033
4,6,38,28,Healthy,0.3250591587191432
4,6,38,28,Healthy,0.26121242611539475
4,6,38,28,Healthy,0.2951777810147215
4,6,38,28,Healthy,0.010501339945277216
4,6,38,29,Healthy,-0.10474852800988485
4,6,38,29,Healthy,0.023653891913578473
4,6,38,29,Healthy,0.8056847548049444
4,6,38,29,Healthy,-0.27410510206832545
4,6,38,29,Healthy,-0.2676156488299721
4,6,38,29,Healthy,-0.4132541678167041
4,6,38,29,Healthy,-0.5115321896799367
4,6,38,29,Healthy,-0.47434315343612937
4,6,38,29,Healthy,-0.524951016602764
4,6,38,29,Healthy,-0.6849297349839073
4,6,38,29,Healthy,0.3209336258119014
4,6,38,29,Healthy,-0.7550536724853558
4,6,38,29,Healthy,-0.7942731336022452
4,6,38,29,Healthy,-0.8510203698427484
4,6,38,29,Healthy,-0.8837181193347283
4,6,38,29,Healthy,-0.9411343197145059
4,6,38,29,Healthy,-0.9402598708515062
4,6,38,29,Healthy,-0.8710222151153253
4,6,38,29,Healthy,-0.04751260568506663
4,6,38,29,Healthy,-0.9390093302344157
4,6,38,29,Healthy,-1.087820284297719
4,6,38,29,Healthy,-0.9991976039098884
4,6,38,29,Healthy,-0.855953567976184
4,6,38,29,Healthy,-0.9859794649551423
4,6,38,29,Healthy,-0.9237605489237796
4,6,38,29,Healthy,-0.9281641403529984
4,6,38,29,Healthy,0.1039590337342551
4,6,38,29,Healthy,-0.9043365589205642
4,6,38,29,Healthy,-0.8793177475129242
4,6,38,29,Healthy,-0.8774210104715982
4,6,38,29,Healthy,-0.8173914496364996
4,6,38,29,Healthy,-0.703026954117709
4,6,38,29,Healthy,-0.572858876896147
4,6,38,29,Healthy,-0.4987224025584403
4,6,38,29,Healthy,0.6007061090588232
4,6,38,29,Healthy,-0.383042518529
4,6,38,29,Healthy,-0.26707844443225465
4,6,38,29,Healthy,-0.2970924252069407
4,6,38,29,Healthy,-0.15877389680642862
4,6,38,29,Healthy,-0.20013745526377472
4,6,38,29,Healthy,-0.06839360473225956
4,6,38,29,Healthy,0.0609265092310293
4,6,38,29,Healthy,1.1073616878911043
4,6,38,29,Healthy,0.2457083589496156
4,6,38,29,Healthy,0.274668564915774
4,6,38,29,Healthy,0.41946949608738504
4,6,38,29,Healthy,0.479166369996054
4,6,38,29,Healthy,0.4696208977709943
4,6,38,29,Healthy,0.6781254762534498
4,6,38,29,Healthy,0.6103872300189606
4,6,38,29,Healthy,1.7312417353967993
4,6,38,29,Healthy,0.7140431086378217
4,6,38,29,Healthy,0.7871223803499963
4,6,38,29,Healthy,0.7446940139394862
4,6,38,29,Healthy,0.8763018200879875
4,6,38,29,Healthy,0.8404815474224581
4,6,38,29,Healthy,0.9844482317296733
4,6,38,29,Healthy,1.0213688696560739
4,6,38,29,Healthy,2.0723155115047085
4,6,38,29,Healthy,0.9663784165171702
4,6,38,29,Healthy,1.0210815475411972
4,6,38,29,Healthy,0.9109639154534279
4,6,38,29,Healthy,1.0002630188126418
4,6,38,29,Healthy,0.9983435391137011
4,6,38,29,Healthy,0.964601002756351
4,6,38,29,Healthy,0.967129812669762
4,6,38,29,Healthy,1.846627393967473
4,6,38,29,Healthy,0.8987730436590923
4,6,38,29,Healthy,0.8479494852549412
4,6,38,29,Healthy,0.7926350987166916
4,6,38,29,Healthy,0.7376320899432053
4,6,38,29,Healthy,0.7420107313419914
4,6,38,29,Healthy,0.5832294980239325
4,6,38,29,Healthy,0.560135732745817
4,6,38,29,Healthy,1.544597781185676
4,6,38,29,Healthy,0.3471374717294747
4,6,38,29,Healthy,0.37324230612863796
4,6,38,29,Healthy,0.3233021714629666
4,6,38,29,Healthy,0.12840864414045874
4,6,38,29,Healthy,0.03717033826456311
4,6,38,29,Healthy,0.024918924669940844
4,6,38,29,Healthy,-0.1020583210934973
4,6,38,29,Healthy,0.7620961646379284
4,6,38,29,Healthy,-0.2319447465507599
4,6,38,29,Healthy,-0.3540327336246135
4,6,38,29,Healthy,-0.39311503936967956
4,6,38,29,Healthy,-0.41932494485799265
4,6,38,29,Healthy,-0.4825272277397463
4,6,38,29,Healthy,-0.5784733728202215
4,6,38,29,Healthy,-0.6623468575845672
4,6,38,29,Healthy,0.262634316691564
4,6,38,29,Healthy,-0.7924386257251516
4,6,38,29,Healthy,-0.7492464827557686
4,6,38,29,Healthy,-0.9216233283601646
4,6,38,29,Healthy,-0.9449699406048206
4,6,38,29,Healthy,-0.9933261026412775
4,6,38,29,Healthy,-0.9970047895036495
4,6,38,29,Healthy,-1.0036973470004813
4,6,38,29,Healthy,-0.03637095185162285
4,6,38,29,Healthy,-0.9762151165859051
4,6,38,30,Healthy,-0.9691998781081292
4,6,38,30,Healthy,-1.0214317805990594
4,6,38,30,Healthy,-0.958470146627575
4,6,38,30,Healthy,-1.0214616660174127
4,6,38,30,Healthy,-0.8838520229340472
4,6,38,30,Healthy,-0.9396829724728583
4,6,38,30,Healthy,0.06922165700350558
4,6,38,30,Healthy,-0.8849533659348456
4,6,38,30,Healthy,-0.8498136350673209
4,6,38,30,Healthy,-0.7014681780199752
4,6,38,30,Healthy,-0.7778739282493488
4,6,38,30,Healthy,-0.6441204652975694
4,6,38,30,Healthy,-0.49877566755955993
4,6,38,30,Healthy,-0.5369579815262979
4,6,38,30,Healthy,0.639075901309333
4,6,38,30,Healthy,-0.49304882681531836
4,6,38,30,Healthy,-0.33878769383413454
4,6,38,30,Healthy,-0.18054657206087998
4,6,38,30,Healthy,-0.13755601096303244
4,6,38,30,Healthy,-0.11450000811205391
4,6,38,30,Healthy,-0.02024517018542653
4,6,38,30,Healthy,0.13062933760865805
4,6,38,30,Healthy,1.170445827899538
4,6,38,30,Healthy,0.22985894756199557
4,6,38,30,Healthy,0.27551440899683965
4,6,38,30,Healthy,0.4126555755537944
4,6,38,30,Healthy,0.4258145881785556
4,6,38,30,Healthy,0.4949259150976155
4,6,38,30,Healthy,0.5826997097828283
4,6,38,30,Healthy,0.6814772013286948
4,6,38,30,Healthy,1.7049070692675463
4,6,38,30,Healthy,0.7400267573306883
4,6,38,30,Healthy,0.8476974495466804
4,6,38,30,Healthy,0.8700207376212369
4,6,38,30,Healthy,0.817700631286948
4,6,38,30,Healthy,0.9117860428848302
4,6,38,30,Healthy,1.0507654230713686
4,6,38,30,Healthy,0.9868392502408103
4,6,38,30,Healthy,2.075069675217145
4,6,38,30,Healthy,0.9354345676027287
4,6,38,30,Healthy,1.0370215514293928
4,6,38,30,Healthy,1.027772651495187
4,6,38,30,Healthy,0.9194598793295162
4,6,38,30,Healthy,1.0014472282794415
4,6,38,30,Healthy,1.000626220974828
4,6,38,30,Healthy,0.8866330949727168
4,6,38,30,Healthy,1.8941903040118657
4,6,38,30,Healthy,0.9297412989261378
4,6,38,30,Healthy,0.9047353804618881
4,6,38,30,Healthy,0.7351661032580135
4,6,38,30,Healthy,0.5483790132134136
4,6,38,30,Healthy,0.6165498422429053
4,6,38,30,Healthy,0.5720031935404958
4,6,38,30,Healthy,0.5151698799101615
4,6,38,30,Healthy,1.519936933099529
4,6,38,30,Healthy,0.35042836052208337
4,6,38,30,Healthy,0.24926328509052503
4,6,38,30,Healthy,0.15309881483842858
4,6,38,30,Healthy,0.18681010821610372
4,6,38,30,Healthy,0.12587831479426517
4,6,38,30,Healthy,0.006056157498690761
4,6,38,30,Healthy,-0.031242478413630828
4,6,38,30,Healthy,0.9121206729885354
4,6,38,30,Healthy,-0.2051043692391043
4,6,38,30,Healthy,-0.3317931866204901
4,6,38,30,Healthy,-0.3675515372031098
4,6,38,30,Healthy,-0.500372737606433
4,6,38,30,Healthy,-0.5332050114609976
4,6,38,30,Healthy,-0.6159150031426857
4,6,38,30,Healthy,-0.7616645464625291
4,6,38,30,Healthy,0.2560352702081783
4,6,38,30,Healthy,-0.7404697323745406
4,6,38,30,Healthy,-0.7993061457913457
4,6,38,30,Healthy,-0.9206648914208237
4,6,38,30,Healthy,-0.8481402242378425
4,6,38,30,Healthy,-0.8393446761008545
4,6,38,30,Healthy,-1.0200885663469588
4,6,38,30,Healthy,-0.9945306444858049
4,6,38,30,Healthy,0.15056648783033086
4,6,38,30,Healthy,-1.017041002225883
4,6,38,30,Healthy,-1.0035858399112882
4,6,38,30,Healthy,-1.0155684034275756
4,6,38,30,Healthy,-1.0055902060033257
4,6,38,30,Healthy,-1.0423109034643434
4,6,38,30,Healthy,-1.0278633272280067
4,6,38,30,Healthy,-0.9177336146998032
4,6,38,30,Healthy,0.16989835953638416
4,6,38,30,Healthy,-0.8843002549839286
4,6,38,30,Healthy,-0.7956455670447099
4,6,38,30,Healthy,-0.7061456191867393
4,6,38,30,Healthy,-0.6993427293458071
4,6,38,30,Healthy,-0.6265179998447169
4,6,38,30,Healthy,-0.6735098206583514
4,6,38,30,Healthy,-0.4681882633508702
4,6,38,30,Healthy,0.6330945459414286
4,6,38,30,Healthy,-0.35936606046271463
4,6,38,30,Healthy,-0.3236850775243288
4,6,38,30,Healthy,-0.24888451378373747
4,6,38,30,Healthy,-0.19373770436546803
4,6,38,30,Healthy,-0.10602656256032908
4,6,38,31,Healthy,-0.017768713753180454
4,6,38,31,Healthy,0.023122756770482533
4,6,38,31,Healthy,1.1341304997233912
4,6,38,31,Healthy,0.2908609291522276
4,6,38,31,Healthy,0.2864099923091469
4,6,38,31,Healthy,0.2959331052740802
4,6,38,31,Healthy,0.4754510886537742
4,6,38,31,Healthy,0.4972404556694903
4,6,38,31,Healthy,0.6346067184355134
4,6,38,31,Healthy,0.7212313199593534
4,6,38,31,Healthy,1.7952898037989014
4,6,38,31,Healthy,0.7882885375184294
4,6,38,31,Healthy,0.7873445622131429
4,6,38,31,Healthy,0.8400281754926787
4,6,38,31,Healthy,0.8890268371159828
4,6,38,31,Healthy,0.9918560342668842
4,6,38,31,Healthy,1.0380492377138333
4,6,38,31,Healthy,0.9818521787476074
4,6,38,31,Healthy,1.9797231822150452
4,6,38,31,Healthy,1.020706279063309
4,6,38,31,Healthy,1.0212521167074013
4,6,38,31,Healthy,1.036128530420786
4,6,38,31,Healthy,0.948686810029163
4,6,38,31,Healthy,0.999617356706547
4,6,38,31,Healthy,0.9899441001920175
4,6,38,31,Healthy,0.9833166852344815
4,6,38,31,Healthy,1.9185783131624417
4,6,38,31,Healthy,0.8216428431835694
4,6,38,31,Healthy,0.751845154541662
4,6,38,31,Healthy,0.6818082796553816
4,6,38,31,Healthy,0.7048904849507613
4,6,38,31,Healthy,0.6409246309559975
4,6,38,31,Healthy,0.5380953900633103
4,6,38,31,Healthy,0.624265241209848
4,6,38,31,Healthy,1.5213737262625906
4,6,38,31,Healthy,0.4016423368947559
4,6,38,31,Healthy,0.29570081361075756
4,6,38,31,Healthy,0.2755521640117766
4,6,38,31,Healthy,0.0945085640021546
4,6,38,31,Healthy,0.1696742756381873
4,6,38,31,Healthy,-0.04958760893570301
4,6,38,31,Healthy,-0.021513931837874277
4,6,38,31,Healthy,0.855285481236208
4,6,38,31,Healthy,-0.1915562725094577
4,6,38,31,Healthy,-0.27417943456309135
4,6,38,31,Healthy,-0.33636779648185056
4,6,38,31,Healthy,-0.473266153142668
4,6,38,31,Healthy,-0.46856857041754274
4,6,38,31,Healthy,-0.4891100051471795
4,6,38,31,Healthy,-0.6218451952363236
4,6,38,31,Healthy,0.2550993673981351
4,6,38,31,Healthy,-0.7549527986232988
4,6,38,31,Healthy,-0.7697379515817198
4,6,38,31,Healthy,-0.8151563562174767
4,6,38,31,Healthy,-0.9347777623949349
4,6,38,31,Healthy,-0.8929204622336618
4,6,38,31,Healthy,-0.9461131635898599
4,6,38,31,Healthy,-0.9409677862749019
4,6,38,31,Healthy,0.1279575673267358
4,6,38,31,Healthy,-1.0634333852467623
4,6,38,31,Healthy,-1.0045872777158251
4,6,38,31,Healthy,-0.9589005268570713
4,6,38,31,Healthy,-1.036364161088357
4,6,38,31,Healthy,-1.0495553241347533
4,6,38,31,Healthy,-0.9755328946316829
4,6,38,31,Healthy,-1.024998863938349
4,6,38,31,Healthy,0.13213250388564757
4,6,38,31,Healthy,-0.8400821516718433
4,6,38,31,Healthy,-0.893651162330087
4,6,38,31,Healthy,-0.7136048412166328
4,6,38,31,Healthy,-0.6360565969130059
4,6,38,31,Healthy,-0.6747612996036741
4,6,38,31,Healthy,-0.562536239049249
4,6,38,31,Healthy,-0.48585217240283063
4,6,38,31,Healthy,0.6107146482088255
4,6,38,31,Healthy,-0.31198576181796306
4,6,38,31,Healthy,-0.2988633642098579
4,6,38,31,Healthy,-0.266088197098739
4,6,38,31,Healthy,-0.11239183963590128
4,6,38,31,Healthy,-0.029798934569596126
4,6,38,31,Healthy,0.06390126588887685
4,6,38,31,Healthy,0.07731989764473092
4,6,38,31,Healthy,1.2012626450830362
4,6,38,31,Healthy,0.27062755114527337
4,6,38,31,Healthy,0.2393756893628886
4,6,38,31,Healthy,0.4375018678094753
4,6,38,31,Healthy,0.5136306146194519
4,6,38,31,Healthy,0.535198638151901
4,6,38,31,Healthy,0.5963858540705946
4,6,38,31,Healthy,0.725864169473599
4,6,38,31,Healthy,1.682369304538817
4,6,38,31,Healthy,0.733276555855835
4,6,38,31,Healthy,0.8869792316479099
4,6,38,31,Healthy,0.8312415868039833
4,6,38,31,Healthy,0.981750502850845
4,6,38,31,Healthy,0.9624545058156175
4,6,38,31,Healthy,0.8953566623697623
4,6,38,31,Healthy,1.0344768356218428
4,6,38,31,Healthy,2.1144701157936012
4,6,38,31,Healthy,0.9972871309992597
4,6,38,32,Healthy,0.9721858855172685
4,6,38,32,Healthy,1.0219593101126299
4,6,38,32,Healthy,0.9807961673304662
4,6,38,32,Healthy,0.920294296731022
4,6,38,32,Healthy,0.9571885287252768
4,6,38,32,Healthy,0.946607951747152
4,6,38,32,Healthy,1.8688428618224304
4,6,38,32,Healthy,0.8029534433895962
4,6,38,32,Healthy,0.826551621432072
4,6,38,32,Healthy,0.7231278474931607
4,6,38,32,Healthy,0.767902643047299
4,6,38,32,Healthy,0.5448679628274242
4,6,38,32,Healthy,0.5376921730203252
4,6,38,32,Healthy,0.5232575934283237
4,6,38,32,Healthy,1.4657432420476333
4,6,38,32,Healthy,0.3961794435881061
4,6,38,32,Healthy,0.2703438751515897
4,6,38,32,Healthy,0.21791506101975097
4,6,38,32,Healthy,0.10665188066784842
4,6,38,32,Healthy,0.12141076030344583
4,6,38,32,Healthy,-0.07826388719054149
4,6,38,32,Healthy,-0.09678146205147178
4,6,38,32,Healthy,0.8245450552263054
4,6,38,32,Healthy,-0.27144591022894127
4,6,38,32,Healthy,-0.35455644241629997
4,6,38,32,Healthy,-0.3889260833941075
4,6,38,32,Healthy,-0.4271123236785045
4,6,38,32,Healthy,-0.5102769039527596
4,6,38,32,Healthy,-0.5651304504445464
4,6,38,32,Healthy,-0.6447864255682175
4,6,38,32,Healthy,0.29840412740287026
4,6,38,32,Healthy,-0.8392237334389522
4,6,38,32,Healthy,-0.7540444844753191
4,6,38,32,Healthy,-0.8397739511035552
4,6,38,32,Healthy,-0.9095885098323433
4,6,38,32,Healthy,-0.887057657911049
4,6,38,32,Healthy,-1.0390700091292204
4,6,38,32,Healthy,-0.9627228177811324
4,6,38,32,Healthy,-0.0027181865730884283
4,6,38,32,Healthy,-1.033299736170185
4,6,38,32,Healthy,-1.0480521631256146
4,6,38,32,Healthy,-1.0543475630365724
4,6,38,32,Healthy,-1.0187959070671941
4,6,38,32,Healthy,-0.9129757979272488
4,6,38,32,Healthy,-0.9655392480628447
4,6,38,32,Healthy,-0.9498240573550167
4,6,38,32,Healthy,0.17524683449755368
4,6,38,32,Healthy,-0.873568380039879
4,6,38,32,Healthy,-0.8525792944511281
4,6,38,32,Healthy,-0.8119023637830973
4,6,38,32,Healthy,-0.7142933904565172
4,6,38,32,Healthy,-0.6993014710497841
4,6,38,32,Healthy,-0.5765211213708108
4,6,38,32,Healthy,-0.5451475132936665
4,6,38,32,Healthy,0.4676024056285487
4,6,38,32,Healthy,-0.3952451117714407
4,6,38,32,Healthy,-0.2151456371665045
4,6,38,32,Healthy,-0.2691640332911024
4,6,38,32,Healthy,-0.17176719089730247
4,6,38,32,Healthy,-0.0984967454030838
4,6,38,32,Healthy,-0.03905026586861025
4,6,38,32,Healthy,0.1605518782901713
4,6,38,32,Healthy,1.1402832654986683
4,6,38,32,Healthy,0.24185513477980658
4,6,38,32,Healthy,0.3517080555796782
4,6,38,32,Healthy,0.5305848048490923
4,6,38,32,Healthy,0.42043637802376055
4,6,38,32,Healthy,0.5680463034291018
4,6,38,32,Healthy,0.5775691804413458
4,6,38,32,Healthy,0.6283855618557014
4,6,38,32,Healthy,1.6985905552012173
4,6,38,32,Healthy,0.741636200701106
4,6,38,32,Healthy,0.8724847510666258
4,6,38,32,Healthy,0.8950120212154654
4,6,38,32,Healthy,0.8453531321464945
4,6,38,32,Healthy,0.9262183039453414
4,6,38,32,Healthy,1.0559847779186182
4,6,38,32,Healthy,0.9932236550572587
4,6,38,32,Healthy,2.0024661342004526
4,6,38,32,Healthy,1.0581411580972895
4,6,38,32,Healthy,0.9034947462784554
4,6,38,32,Healthy,1.0655996991414183
4,6,38,32,Healthy,1.0273395500646911
4,6,38,32,Healthy,0.9796441704539424
4,6,38,32,Healthy,1.0087419277981515
4,6,38,32,Healthy,0.9816090834713229
4,6,38,32,Healthy,1.8756880431322183
4,6,38,32,Healthy,0.831501018388581
4,6,38,32,Healthy,0.8233539363636997
4,6,38,32,Healthy,0.7627542193149938
4,6,38,32,Healthy,0.6400471554803051
4,6,38,32,Healthy,0.6530474971351983
4,6,38,32,Healthy,0.5910620255924854
4,6,38,32,Healthy,0.5600698443999692
4,6,38,32,Healthy,1.5132319909548786
4,6,38,32,Healthy,0.4195611068571824
4,6,38,32,Healthy,0.35726707036368405
4,6,38,32,Healthy,0.14294163641166527
4,6,38,32,Healthy,0.10454290427202695
4,6,38,32,Healthy,0.11797283199791163
4,6,38,33,Healthy,0.0020808076946149468
4,6,38,33,Healthy,-0.05306681356796168
4,6,38,33,Healthy,0.7795313938703597
4,6,38,33,Healthy,-0.1910039510305538
4,6,38,33,Healthy,-0.275883155279461
4,6,38,33,Healthy,-0.36657266975254865
4,6,38,33,Healthy,-0.4100038388991567
4,6,38,33,Healthy,-0.5756882666265908
4,6,38,33,Healthy,-0.573907235597288
4,6,38,33,Healthy,-0.6288420095497727
4,6,38,33,Healthy,0.30934535265373353
4,6,38,33,Healthy,-0.7616130426182891
4,6,38,33,Healthy,-0.7658362791331148
4,6,38,33,Healthy,-0.8540305931771782
4,6,38,33,Healthy,-0.9986601497106793
4,6,38,33,Healthy,-0.9053039873694624
4,6,38,33,Healthy,-0.9700051620194313
4,6,38,33,Healthy,-1.0629860113454255
4,6,38,33,Healthy,0.010713525141548219
4,6,38,33,Healthy,-1.020248836540883
4,6,38,33,Healthy,-0.9875741751900313
4,6,38,33,Healthy,-1.0059112897496187
4,6,38,33,Healthy,-1.0047616417864291
4,6,38,33,Healthy,-0.9670477004843577
